id,player,piece,start,result,Site,survived,victory,survived_or_victory,match_name,killed_by
W-P-e,white,Pawn,,black wins,https://lichess.org/ug66brmo,False,True,False,Ben_Dover (white) vs cheesedout (black),B-P-e
B-P-d,black,Pawn,,black wins,https://lichess.org/ug66brmo,False,False,False,Ben_Dover (white) vs cheesedout (black),W-P-e
W-R-a,white,Rook,a1,black wins,https://lichess.org/ug66brmo,True,True,True,Ben_Dover (white) vs cheesedout (black),
W-P-f,white,Pawn,f2,black wins,https://lichess.org/ug66brmo,True,True,True,Ben_Dover (white) vs cheesedout (black),
W-P-h,white,Pawn,h2,black wins,https://lichess.org/ug66brmo,True,True,True,Ben_Dover (white) vs cheesedout (black),
B-P-a,black,Pawn,a7,black wins,https://lichess.org/ug66brmo,True,False,True,Ben_Dover (white) vs cheesedout (black),
B-P-f,black,Pawn,f7,black wins,https://lichess.org/ug66brmo,True,False,True,Ben_Dover (white) vs cheesedout (black),
B-P-g,black,Pawn,g7,black wins,https://lichess.org/ug66brmo,True,False,True,Ben_Dover (white) vs cheesedout (black),
B-K,black,King,f8,black wins,https://lichess.org/u14tyovf,True,False,False,namesnik (white) vs Naitero_Nagasaki (black),
W-B-c,white,Bishop,,black wins,https://lichess.org/u14tyovf,False,True,False,namesnik (white) vs Naitero_Nagasaki (black),B-K
B-P-g,black,Pawn,g6,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
B-Q,black,Queen,f5,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
W-R-a,white,Rook,g3,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
B-P-a,black,Pawn,a4,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
B-R-h,black,Rook,,black wins,https://lichess.org/u14tyovf,False,False,False,namesnik (white) vs Naitero_Nagasaki (black),W-B-c
B-B-f,black,Bishop,b6,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
W-N-b,white,Knight,b3,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-Q,white,Queen,e2,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-R-h,white,Rook,e1,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-N-g,white,Knight,,black wins,https://lichess.org/u14tyovf,False,True,False,namesnik (white) vs Naitero_Nagasaki (black),B-Q
B-N-b,black,Knight,,black wins,https://lichess.org/u14tyovf,False,False,False,namesnik (white) vs Naitero_Nagasaki (black),W-N-g
W-P-c,white,Pawn,,black wins,https://lichess.org/u14tyovf,False,True,False,namesnik (white) vs Naitero_Nagasaki (black),B-N-b
B-P-c,black,Pawn,,black wins,https://lichess.org/u14tyovf,False,False,False,namesnik (white) vs Naitero_Nagasaki (black),W-P-c
W-K,white,King,g1,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-B-f,white,Bishop,,black wins,https://lichess.org/u14tyovf,False,True,False,namesnik (white) vs Naitero_Nagasaki (black),B-Q
B-N-g,black,Knight,d7,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-e,white,Pawn,e5,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
B-P-d,black,Pawn,d5,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-d,white,Pawn,,black wins,https://lichess.org/u14tyovf,False,True,False,namesnik (white) vs Naitero_Nagasaki (black),B-P-c
B-P-e,black,Pawn,e6,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-a,white,Pawn,a2,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-b,white,Pawn,b2,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-f,white,Pawn,f2,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-g,white,Pawn,g2,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
W-P-h,white,Pawn,h2,black wins,https://lichess.org/u14tyovf,True,True,True,namesnik (white) vs Naitero_Nagasaki (black),
B-P-b,black,Pawn,b7,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
B-P-f,black,Pawn,f7,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
B-P-h,black,Pawn,h7,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
B-R-a,black,Rook,a8,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
B-B-c,black,Bishop,c8,black wins,https://lichess.org/u14tyovf,True,False,True,namesnik (white) vs Naitero_Nagasaki (black),
W-Q,white,Queen,f8,white wins,https://lichess.org/r9j5j00y,True,False,True,Alexey_K (white) vs Quentono (black),
B-R-h,black,Rook,a2,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
W-N-g,white,Knight,e6,white wins,https://lichess.org/r9j5j00y,True,False,True,Alexey_K (white) vs Quentono (black),
B-K,black,King,h8,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
W-K,white,King,g3,white wins,https://lichess.org/r9j5j00y,True,False,False,Alexey_K (white) vs Quentono (black),
W-R-h,white,Rook,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-R-h
B-R-a,black,Rook,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-R-h
B-B-f,black,Bishop,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-K
B-P-b,black,Pawn,b4,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
W-P-h,white,Pawn,h5,white wins,https://lichess.org/r9j5j00y,True,False,True,Alexey_K (white) vs Quentono (black),
B-N-b,black,Knight,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-Q
W-N-b,white,Knight,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-N-b
W-R-a,white,Rook,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-R-a
W-B-c,white,Bishop,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-N-b
B-P-h,black,Pawn,h6,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
B-N-g,black,Knight,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-B-c
B-Q,black,Queen,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-N-g
W-P-g,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-B-f
B-B-c,black,Bishop,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-Q
B-P-a,black,Pawn,a6,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
W-B-f,white,Bishop,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-B-c
B-P-d,black,Pawn,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-N-g
W-P-f,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-P-d
B-P-e,black,Pawn,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-Q
W-P-d,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-Q
W-P-e,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-P-d
W-P-a,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-R-h
W-P-b,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-R-h
W-P-c,white,Pawn,,white wins,https://lichess.org/r9j5j00y,False,False,False,Alexey_K (white) vs Quentono (black),B-R-h
B-P-c,black,Pawn,c7,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
B-P-f,black,Pawn,,white wins,https://lichess.org/r9j5j00y,False,True,False,Alexey_K (white) vs Quentono (black),W-Q
B-P-g,black,Pawn,g7,white wins,https://lichess.org/r9j5j00y,True,True,True,Alexey_K (white) vs Quentono (black),
B-B-f,black,Bishop,c5,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
W-B-f,white,Bishop,c2,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
B-B-c,black,Bishop,e6,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
W-P-g,white,Pawn,g3,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
W-K,white,King,f2,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
B-R-a,black,Rook,c6,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
W-N-b,white,Knight,f3,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
W-P-f,white,Pawn,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-B-f
B-P-f,black,Pawn,f5,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
W-R-a,white,Rook,d1,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
W-P-d,white,Pawn,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-B-f
B-Q,black,Queen,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-P-d
W-Q,white,Queen,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-Q
W-R-h,white,Rook,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-Q
W-N-g,white,Knight,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-B-f
B-N-b,black,Knight,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-N-g
B-P-g,black,Pawn,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-B-f
B-P-b,black,Pawn,b5,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
B-P-a,black,Pawn,a6,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
W-B-c,white,Bishop,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-B-f
B-P-h,black,Pawn,h6,black wins,https://lichess.org/z51x523y,True,False,True,namesnik (white) vs cheesedout (black),
B-R-h,black,Rook,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-R-h
B-K,black,King,g8,black wins,https://lichess.org/z51x523y,True,False,False,namesnik (white) vs cheesedout (black),
B-N-g,black,Knight,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-B-c
B-P-e,black,Pawn,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-Q
W-P-e,white,Pawn,,black wins,https://lichess.org/z51x523y,False,True,False,namesnik (white) vs cheesedout (black),B-P-e
B-P-d,black,Pawn,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-P-e
W-P-c,white,Pawn,c3,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
B-P-c,black,Pawn,,black wins,https://lichess.org/z51x523y,False,False,False,namesnik (white) vs cheesedout (black),W-P-d
W-P-a,white,Pawn,a2,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
W-P-b,white,Pawn,b2,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
W-P-h,white,Pawn,h2,black wins,https://lichess.org/z51x523y,True,True,True,namesnik (white) vs cheesedout (black),
B-R-a,black,Rook,h4,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
W-N-g,white,Knight,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-R-a
B-B-c,black,Bishop,b5,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
W-R-a,white,Rook,c8,black wins,https://lichess.org/g5vi9wig,True,True,True,blizz (white) vs jesse (black),
B-K,black,King,g7,black wins,https://lichess.org/g5vi9wig,True,False,False,blizz (white) vs jesse (black),
B-P-g,black,Pawn,f6,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
W-Q,white,Queen,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-P-g
W-R-h,white,Rook,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-R-a
B-R-h,black,Rook,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-R-h
W-P-c,white,Pawn,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-B-c
B-Q,black,Queen,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-Q
B-P-c,black,Pawn,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-P-c
W-K,white,King,f2,black wins,https://lichess.org/g5vi9wig,True,True,True,blizz (white) vs jesse (black),
B-N-b,black,Knight,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-K
B-P-e,black,Pawn,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-P-c
W-P-d,white,Pawn,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-P-e
W-P-f,white,Pawn,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-R-h
B-N-g,black,Knight,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-P-f
W-B-f,white,Bishop,a2,black wins,https://lichess.org/g5vi9wig,True,True,True,blizz (white) vs jesse (black),
W-B-c,white,Bishop,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-N-g
B-P-h,black,Pawn,h6,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
W-P-h,white,Pawn,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-Q
B-P-d,black,Pawn,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-Q
W-P-b,white,Pawn,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-N-g
B-B-f,black,Bishop,,black wins,https://lichess.org/g5vi9wig,False,False,False,blizz (white) vs jesse (black),W-P-b
W-P-a,white,Pawn,a3,black wins,https://lichess.org/g5vi9wig,True,True,True,blizz (white) vs jesse (black),
W-N-b,white,Knight,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-B-f
B-P-b,black,Pawn,b6,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
W-P-e,white,Pawn,,black wins,https://lichess.org/g5vi9wig,False,True,False,blizz (white) vs jesse (black),B-B-c
W-P-g,white,Pawn,g2,black wins,https://lichess.org/g5vi9wig,True,True,True,blizz (white) vs jesse (black),
B-P-a,black,Pawn,a7,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
B-P-f,black,Pawn,f7,black wins,https://lichess.org/g5vi9wig,True,False,True,blizz (white) vs jesse (black),
W-R-a,white,Rook,e8,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
B-B-f,black,Bishop,b6,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-R-h,black,Rook,,white wins,https://lichess.org/tdq8ljfa,False,True,False,cheesedout (white) vs namesnik (black),W-R-a
W-R-h,white,Rook,,white wins,https://lichess.org/tdq8ljfa,False,False,False,cheesedout (white) vs namesnik (black),B-R-h
W-B-c,white,Bishop,,white wins,https://lichess.org/tdq8ljfa,False,False,False,cheesedout (white) vs namesnik (black),B-B-f
B-P-a,black,Pawn,b5,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
W-N-g,white,Knight,f3,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
B-P-g,black,Pawn,g6,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-N-g,black,Knight,c5,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
W-K,white,King,g1,white wins,https://lichess.org/tdq8ljfa,True,False,False,cheesedout (white) vs namesnik (black),
W-Q,white,Queen,c2,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
W-B-f,white,Bishop,,white wins,https://lichess.org/tdq8ljfa,False,False,False,cheesedout (white) vs namesnik (black),B-N-g
B-P-e,black,Pawn,,white wins,https://lichess.org/tdq8ljfa,False,True,False,cheesedout (white) vs namesnik (black),W-B-f
B-K,black,King,g8,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
W-N-b,white,Knight,,white wins,https://lichess.org/tdq8ljfa,False,False,False,cheesedout (white) vs namesnik (black),B-P-a
B-P-c,black,Pawn,,white wins,https://lichess.org/tdq8ljfa,False,True,False,cheesedout (white) vs namesnik (black),W-Q
W-P-e,white,Pawn,,white wins,https://lichess.org/tdq8ljfa,False,False,False,cheesedout (white) vs namesnik (black),B-P-c
B-N-b,black,Knight,c6,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
W-P-c,white,Pawn,c4,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
W-P-d,white,Pawn,,white wins,https://lichess.org/tdq8ljfa,False,False,False,cheesedout (white) vs namesnik (black),B-P-c
W-P-a,white,Pawn,a2,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
W-P-b,white,Pawn,b2,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
W-P-f,white,Pawn,f2,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
W-P-g,white,Pawn,g2,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
W-P-h,white,Pawn,h2,white wins,https://lichess.org/tdq8ljfa,True,False,True,cheesedout (white) vs namesnik (black),
B-P-b,black,Pawn,b7,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-P-d,black,Pawn,d7,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-P-f,black,Pawn,f7,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-P-h,black,Pawn,h7,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-R-a,black,Rook,a8,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-B-c,black,Bishop,c8,white wins,https://lichess.org/tdq8ljfa,True,True,True,cheesedout (white) vs namesnik (black),
B-Q,black,Queen,,white wins,https://lichess.org/tdq8ljfa,False,True,False,cheesedout (white) vs namesnik (black),W-B-c
B-R-h,black,Rook,f3,black wins,https://lichess.org/eso8v7s5,True,False,True,cougar1 (white) vs Naitero_Nagasaki (black),
W-K,white,King,f5,black wins,https://lichess.org/eso8v7s5,True,True,True,cougar1 (white) vs Naitero_Nagasaki (black),
B-Q,black,Queen,h4,black wins,https://lichess.org/eso8v7s5,True,False,True,cougar1 (white) vs Naitero_Nagasaki (black),
B-P-h,black,Pawn,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-K
W-P-g,white,Pawn,e5,black wins,https://lichess.org/eso8v7s5,True,True,True,cougar1 (white) vs Naitero_Nagasaki (black),
B-P-e,black,Pawn,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-P-g
W-Q,white,Queen,d4,black wins,https://lichess.org/eso8v7s5,True,True,True,cougar1 (white) vs Naitero_Nagasaki (black),
W-P-h,white,Pawn,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-R-h
B-P-d,black,Pawn,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-Q
W-P-f,white,Pawn,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-R-h
B-B-c,black,Bishop,c6,black wins,https://lichess.org/eso8v7s5,True,False,True,cougar1 (white) vs Naitero_Nagasaki (black),
W-P-a,white,Pawn,a5,black wins,https://lichess.org/eso8v7s5,True,True,True,cougar1 (white) vs Naitero_Nagasaki (black),
B-R-a,black,Rook,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-P-g
W-N-g,white,Knight,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-R-a
B-K,black,King,g8,black wins,https://lichess.org/eso8v7s5,True,False,False,cougar1 (white) vs Naitero_Nagasaki (black),
W-R-a,white,Rook,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-R-h
B-P-a,black,Pawn,a6,black wins,https://lichess.org/eso8v7s5,True,False,True,cougar1 (white) vs Naitero_Nagasaki (black),
W-R-h,white,Rook,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-Q
W-P-b,white,Pawn,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-Q
B-B-f,black,Bishop,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-P-b
W-P-e,white,Pawn,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-Q
B-P-b,black,Pawn,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-R-h
W-B-f,white,Bishop,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-P-b
B-N-b,black,Knight,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-B-f
W-B-c,white,Bishop,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-Q
B-N-g,black,Knight,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-B-c
W-P-d,white,Pawn,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-B-f
B-P-c,black,Pawn,,black wins,https://lichess.org/eso8v7s5,False,False,False,cougar1 (white) vs Naitero_Nagasaki (black),W-P-d
W-N-b,white,Knight,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-B-f
W-P-c,white,Pawn,,black wins,https://lichess.org/eso8v7s5,False,True,False,cougar1 (white) vs Naitero_Nagasaki (black),B-R-h
B-P-f,black,Pawn,f7,black wins,https://lichess.org/eso8v7s5,True,False,True,cougar1 (white) vs Naitero_Nagasaki (black),
B-P-g,black,Pawn,g7,black wins,https://lichess.org/eso8v7s5,True,False,True,cougar1 (white) vs Naitero_Nagasaki (black),
B-R-a,black,Rook,f8,black wins,https://lichess.org/ss0iwnw9,True,False,True,namesnik (white) vs cheesedout (black),
W-R-a,white,Rook,c3,black wins,https://lichess.org/ss0iwnw9,True,True,True,namesnik (white) vs cheesedout (black),
B-Q,black,Queen,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-R-a
W-Q,white,Queen,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-Q
B-R-h,black,Rook,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-R-a
W-R-h,white,Rook,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-R-h
W-K,white,King,g1,black wins,https://lichess.org/ss0iwnw9,True,True,True,namesnik (white) vs cheesedout (black),
B-B-c,black,Bishop,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-Q
W-P-h,white,Pawn,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-Q
B-P-g,black,Pawn,g6,black wins,https://lichess.org/ss0iwnw9,True,False,True,namesnik (white) vs cheesedout (black),
W-P-c,white,Pawn,e5,black wins,https://lichess.org/ss0iwnw9,True,True,True,namesnik (white) vs cheesedout (black),
B-N-g,black,Knight,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-P-c
W-N-b,white,Knight,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-N-g
B-B-f,black,Bishop,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-N-b
W-B-c,white,Bishop,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-B-f
B-N-b,black,Knight,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-B-c
B-P-c,black,Pawn,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-P-c
W-B-f,white,Bishop,c2,black wins,https://lichess.org/ss0iwnw9,True,True,True,namesnik (white) vs cheesedout (black),
B-K,black,King,g8,black wins,https://lichess.org/ss0iwnw9,True,False,False,namesnik (white) vs cheesedout (black),
W-N-g,white,Knight,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-N-b
B-P-f,black,Pawn,,black wins,https://lichess.org/ss0iwnw9,False,False,False,namesnik (white) vs cheesedout (black),W-N-g
W-P-d,white,Pawn,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-P-c
W-P-e,white,Pawn,,black wins,https://lichess.org/ss0iwnw9,False,True,False,namesnik (white) vs cheesedout (black),B-P-f
B-P-d,black,Pawn,d5,black wins,https://lichess.org/ss0iwnw9,True,False,True,namesnik (white) vs cheesedout (black),
